"","Date","Canada_1","Canada_total","Canada_recover","Canada_death","Date_a","Australia_1","Australia_total","Australia_recover","Australia_death","Date_b","Germany_1","Germany_total","Germany_recover","Germany_death","Date_c","Finland_1","Finland_total","Finland_recover","Finland_death","Date_d","Israel_1","Israel_total","Israel_recover","Israel_death","population_Canada","susceptible_Canada","infected_Canada","removed_Canada","population_Australia","susceptible_Australia","infected_Australia","removed_Australia","population_Germany","susceptible_Germany","infected_Germany","removed_Germany","population_Finland","susceptible_Finland","infected_Finland","removed_Finland","population_Israel","susceptible_Israel","infected_Israel","removed_Israel","day"
"246","2020-09-23","Canada","149939","129850","9317","2020-09-23","Australia","26980","21335","861","2020-09-23","Germany","279025","245706","9423","2020-09-23","Finland","9288","7850","343","2020-09-23","Israel","206263","146986","1385",37742154,37592215,10772,120533,25499884,25472904,4784,20474,67886011,67606986,23896,236283,5540720,5531432,1095,7507,11589623,11383360,57892,145601,246
"247","2020-09-24","Canada","151087","130576","9325","2020-09-24","Australia","27000","21407","869","2020-09-24","Germany","281346","247766","9436","2020-09-24","Finland","9379","7850","343","2020-09-24","Israel","214497","151728","1416",37742154,37591067,11186,121251,25499884,25472884,4724,20538,67886011,67604665,24144,238330,5540720,5531341,1186,7507,11589623,11375126,61353,150312,247
"248","2020-09-25","Canada","152717","131709","9332","2020-09-25","Australia","27016","21407","870","2020-09-25","Germany","283712","249164","9451","2020-09-25","Finland","9484","7850","343","2020-09-25","Israel","222887","155979","1446",37742154,37589437,11676,122377,25499884,25472868,4739,20537,67886011,67602299,25097,239713,5540720,5531236,1291,7507,11589623,11366736,65462,154533,248
"249","2020-09-26","Canada","153770","132253","9338","2020-09-26","Australia","27040","21456","872","2020-09-26","Germany","285026","250104","9459","2020-09-26","Finland","9577","7850","343","2020-09-26","Israel","228769","158418","1471",37742154,37588384,12179,122915,25499884,25472844,4712,20584,67886011,67600985,25463,240645,5540720,5531143,1384,7507,11589623,11360854,68880,156947,249
"250","2020-09-27","Canada","155428","133204","9343","2020-09-27","Australia","27044","21515","875","2020-09-27","Germany","286339","250866","9464","2020-09-27","Finland","9682","7850","343","2020-09-27","Israel","232183","164268","1503",37742154,37586726,12881,123861,25499884,25472840,4654,20640,67886011,67599672,26009,241402,5540720,5531038,1489,7507,11589623,11357440,66412,162765,250
"251","2020-09-28","Canada","157219","134551","9360","2020-09-28","Australia","27055","21558","882","2020-09-28","Germany","288631","252693","9468","2020-09-28","Finland","9743","7850","345","2020-09-28","Israel","233342","166490","1532",37742154,37584935,13308,125191,25499884,25472829,4615,20676,67886011,67597380,26470,243225,5540720,5530977,1548,7505,11589623,11356281,65320,164958,251
"252","2020-09-29","Canada","158991","135765","9373","2020-09-29","Australia","27078","21623","886","2020-09-29","Germany","290471","255212","9483","2020-09-29","Finland","9892","7850","345","2020-09-29","Israel","238333","172464","1567",37742154,37583163,13853,126392,25499884,25472806,4569,20737,67886011,67595540,25776,245729,5540720,5530828,1697,7505,11589623,11351290,64302,170897,252
"253","2020-09-30","Canada","161107","137181","9391","2020-09-30","Australia","27096","21655","888","2020-09-30","Germany","292913","256861","9495","2020-09-30","Finland","9992","8100","344","2020-09-30","Israel","247411","177829","1604",37742154,37581047,14535,127790,25499884,25472788,4553,20767,67886011,67593098,26557,247366,5540720,5530728,1548,7756,11589623,11342212,67978,176225,253
"254","2020-10-01","Canada","162930","138548","9407","2020-10-01","Australia","27109","21659","890","2020-10-01","Germany","295539","258220","9509","2020-10-01","Finland","10103","8100","344","2020-10-01","Israel","255142","183723","1650",37742154,37579224,14975,129141,25499884,25472775,4560,20769,67886011,67590472,27810,248711,5540720,5530617,1659,7756,11589623,11334481,69769,182073,254
"255","2020-10-02","Canada","165054","139817","9505","2020-10-02","Australia","27121","21719","893","2020-10-02","Germany","298374","259722","9518","2020-10-02","Finland","10244","8100","345","2020-10-02","Israel","262200","189411","1675",37742154,37577100,15732,130312,25499884,25472763,4509,20826,67886011,67587637,29134,250204,5540720,5530476,1799,7755,11589623,11327423,71114,187736,255
"256","2020-10-03","Canada","166360","140711","9526","2020-10-03","Australia","27135","21735","894","2020-10-03","Germany","300027","260916","9531","2020-10-03","Finland","10391","8100","345","2020-10-03","Israel","264793","192966","1712",37742154,37575794,16123,131185,25499884,25472749,4506,20841,67886011,67585984,29580,251385,5540720,5530329,1946,7755,11589623,11324830,70115,191254,256
"257","2020-10-04","Canada","168501","142502","9570","2020-10-04","Australia","27148","21759","894","2020-10-04","Germany","301573","262002","9533","2020-10-04","Finland","10538","8100","345","2020-10-04","Israel","267730","201274","1748",37742154,37573653,16429,132932,25499884,25472736,4495,20865,67886011,67584438,30038,252469,5540720,5530182,2093,7755,11589623,11321893,64708,199526,257
"258","2020-10-05","Canada","171384","144653","9599","2020-10-05","Australia","27173","21761","895","2020-10-05","Germany","304673","265624","9554","2020-10-05","Finland","10702","8100","346","2020-10-05","Israel","273451","208378","1775",37742154,37570770,17132,135054,25499884,25472711,4517,20866,67886011,67581338,29495,256070,5540720,5530018,2256,7754,11589623,11316172,63298,206603,258
"259","2020-10-06","Canada","173756","146429","9617","2020-10-06","Australia","27181","21786","897","2020-10-06","Germany","307127","267747","9566","2020-10-06","Finland","10929","8100","346","2020-10-06","Israel","278175","214961","1820",37742154,37568398,17710,136812,25499884,25472703,4498,20889,67886011,67578884,29814,258181,5540720,5529791,2483,7754,11589623,11311448,61394,213141,259
"260","2020-10-07","Canada","175380","147814","9636","2020-10-07","Australia","27206","21806","897","2020-10-07","Germany","311137","269722","9582","2020-10-07","Finland","11049","8500","346","2020-10-07","Israel","282340","219970","1846",37742154,37566774,17930,138178,25499884,25472678,4503,20909,67886011,67574874,31833,260140,5540720,5529671,2203,8154,11589623,11307283,60524,218124,260
"261","2020-10-08","Canada","177730","149692","9654","2020-10-08","Australia","27226","21839","897","2020-10-08","Germany","315941","271960","9594","2020-10-08","Finland","11345","8500","346","2020-10-08","Israel","286095","224873","1893",37742154,37564424,18384,140038,25499884,25472658,4490,20942,67886011,67570070,34387,262366,5540720,5529375,2499,8154,11589623,11303528,59329,222980,261
"262","2020-10-09","Canada","180625","152046","9668","2020-10-09","Australia","27244","21855","897","2020-10-09","Germany","320495","273718","9599","2020-10-09","Finland","11580","8500","346","2020-10-09","Israel","289058","230053","1933",37742154,37561529,18911,142378,25499884,25472640,4492,20958,67886011,67565516,37178,264119,5540720,5529140,2734,8154,11589623,11300565,57072,228120,262
"263","2020-10-10","Canada","182767","153857","9694","2020-10-10","Australia","27263","21855","898","2020-10-10","Germany","323463","274934","9620","2020-10-10","Finland","11849","8500","346","2020-10-10","Israel","289974","233910","1968",37742154,37559387,19216,144163,25499884,25472621,4510,20957,67886011,67562548,38909,265314,5540720,5528871,3003,8154,11589623,11299649,54096,231942,263
"264","2020-10-11","Canada","184403","155901","9708","2020-10-11","Australia","27285","21866","898","2020-10-11","Germany","326309","276983","9626","2020-10-11","Finland","11998","8500","346","2020-10-11","Israel","291620","241641","2014",37742154,37557751,18794,146193,25499884,25472599,4521,20968,67886011,67559702,39700,267357,5540720,5528722,3152,8154,11589623,11298003,47965,239627,264
"265","2020-10-12","Canada","185378","156940","9720","2020-10-12","Australia","27310","21895","899","2020-10-12","Germany","332850","278391","9640","2020-10-12","Finland","12212","8500","346","2020-10-12","Israel","294789","247279","2044",37742154,37556776,18718,147220,25499884,25472574,4516,20996,67886011,67553161,44819,268751,5540720,5528508,3366,8154,11589623,11294834,45466,245235,265
"266","2020-10-13","Canada","189489","160223","9752","2020-10-13","Australia","27337","21906","904","2020-10-13","Germany","337314","280533","9682","2020-10-13","Finland","12499","8500","346","2020-10-13","Israel","297125","253130","2082",37742154,37552665,19514,150471,25499884,25472547,4527,21002,67886011,67548697,47099,270851,5540720,5528221,3653,8154,11589623,11292498,41913,251048,266
"267","2020-10-14","Canada","192064","162064","9777","2020-10-14","Australia","27357","21907","904","2020-10-14","Germany","344487","283656","9716","2020-10-14","Finland","12703","9100","350","2020-10-14","Israel","299242","259060","2117",37742154,37550090,20223,152287,25499884,25472527,4546,21003,67886011,67541524,51115,273940,5540720,5528017,3253,8750,11589623,11290381,38065,256943,267
"268","2020-10-15","Canada","194362","164154","9796","2020-10-15","Australia","27371","21920","904","2020-10-15","Germany","352107","286137","9739","2020-10-15","Finland","12944","9100","350","2020-10-15","Israel","300854","264585","2148",37742154,37547792,20412,154358,25499884,25472513,4547,21016,67886011,67533904,56231,276398,5540720,5527776,3494,8750,11589623,11288769,34121,262437,268
"269","2020-10-16","Canada","196928","166313","9828","2020-10-16","Australia","27378","21955","904","2020-10-16","Germany","359802","289027","9773","2020-10-16","Finland","13133","9100","351","2020-10-16","Israel","302354","268141","2182",37742154,37545226,20787,156485,25499884,25472506,4519,21051,67886011,67526209,61002,279254,5540720,5527587,3682,8749,11589623,11287269,32031,265959,269
"270","2020-10-17","Canada","197067","166444","9836","2020-10-17","Australia","27390","21956","904","2020-10-17","Germany","364664","291129","9785","2020-10-17","Finland","13293","9100","351","2020-10-17","Israel","302765","270674","2214",37742154,37545087,20787,156608,25499884,25472494,4530,21052,67886011,67521347,63750,281344,5540720,5527427,3842,8749,11589623,11286858,29877,268460,270
"271","2020-10-18","Canada","200804","169751","9860","2020-10-18","Australia","27399","21966","905","2020-10-18","Germany","368671","293447","9798","2020-10-18","Finland","13424","9100","351","2020-10-18","Israel","303687","275693","2247",37742154,37541350,21193,159891,25499884,25472485,4528,21061,67886011,67517340,65426,283649,5540720,5527296,3973,8749,11589623,11285936,25747,273446,271
"272","2020-10-19","Canada","204111","172406","9891","2020-10-19","Australia","27405","21970","905","2020-10-19","Germany","377068","296672","9842","2020-10-19","Finland","13555","9100","351","2020-10-19","Israel","305204","278084","2278",37742154,37538043,21814,162515,25499884,25472479,4530,21065,67886011,67508943,70554,286830,5540720,5527165,4104,8749,11589623,11284419,24842,275806,272
"273","2020-10-20","Canada","206349","174514","9909","2020-10-20","Australia","27443","21984","905","2020-10-20","Germany","385591","299743","9882","2020-10-20","Finland","13849","9100","351","2020-10-20","Israel","306397","279933","2298",37742154,37535805,21926,164605,25499884,25472441,4554,21079,67886011,67500420,75966,289861,5540720,5526871,4398,8749,11589623,11283226,24166,277635,273
"274","2020-10-21","Canada","209036","171405","9946","2020-10-21","Australia","27458","22007","905","2020-10-21","Germany","397922","304173","9911","2020-10-21","Finland","14071","9800","355","2020-10-21","Israel","307569","283147","2323",37742154,37533118,27685,161459,25499884,25472426,4546,21102,67886011,67488089,83838,294262,5540720,5526649,3916,9445,11589623,11282054,22099,280824,274
"275","2020-10-22","Canada","211617","173299","9977","2020-10-22","Australia","27476","22018","905","2020-10-22","Germany","403874","308779","9960","2020-10-22","Finland","14255","9800","355","2020-10-22","Israel","308601","286346","2352",37742154,37530537,28341,163322,25499884,25472408,4553,21113,67886011,67482137,85135,298819,5540720,5526465,4100,9445,11589623,11281022,19903,283994,275
"276","2020-10-23","Canada","214519","180626","10004","2020-10-23","Australia","27495","22028","905","2020-10-23","Germany","417350","312347","9978","2020-10-23","Finland","14474","9800","353","2020-10-23","Israel","309450","288817","2378",37742154,37527635,23889,170622,25499884,25472389,4562,21123,67886011,67468661,95025,302369,5540720,5526246,4321,9447,11589623,11280173,18255,286439,276
"277","2020-10-24","Canada","216051","181974","10026","2020-10-24","Australia","27513","22034","905","2020-10-24","Germany","427808","316124","10035","2020-10-24","Finland","14652","9800","353","2020-10-24","Israel","309696","290140","2405",37742154,37526103,24051,171948,25499884,25472371,4574,21129,67886011,67458203,101649,306089,5540720,5526068,4499,9447,11589623,11279927,17151,287735,277
"278","2020-10-25","Canada","218874","184194","10057","2020-10-25","Australia","27525","22051","905","2020-10-25","Germany","437698","320004","10062","2020-10-25","Finland","14848","9800","353","2020-10-25","Israel","310303","292890","2440",37742154,37523280,24623,174137,25499884,25472359,4569,21146,67886011,67448313,107632,309942,5540720,5525872,4695,9447,11589623,11279320,14973,290450,278
"279","2020-10-26","Canada","222973","187100","10095","2020-10-26","Australia","27539","22065","905","2020-10-26","Germany","450258","325052","10091","2020-10-26","Finland","14970","9800","354","2020-10-26","Israel","311187","294212","2468",37742154,37519181,25778,177005,25499884,25472345,4569,21160,67886011,67435753,115115,314961,5540720,5525750,4816,9446,11589623,11278436,14507,291744,279
"280","2020-10-27","Canada","225703","189350","10120","2020-10-27","Australia","27553","22072","907","2020-10-27","Germany","463419","327697","10121","2020-10-27","Finland","15163","9800","354","2020-10-27","Israel","312074","295198","2496",37742154,37516451,26233,179230,25499884,25472331,4574,21165,67886011,67422592,125601,317576,5540720,5525557,5009,9446,11589623,11277549,14380,292702,280
"281","2020-10-28","Canada","228366","191723","10158","2020-10-28","Australia","27565","22084","907","2020-10-28","Germany","479621","336764","10218","2020-10-28","Finland","15378","11300","354","2020-10-28","Israel","312797","296524","2506",37742154,37513788,26485,181565,25499884,25472319,4574,21177,67886011,67406390,132639,326546,5540720,5525342,3724,10946,11589623,11276826,13767,294018,281
"282","2020-10-29","Canada","231383","194105","10192","2020-10-29","Australia","27579","22091","907","2020-10-29","Germany","498354","340436","10305","2020-10-29","Finland","15566","11300","354","2020-10-29","Israel","313441","297987","2525",37742154,37510771,27086,183913,25499884,25472305,4581,21184,67886011,67387657,147613,330131,5540720,5525154,3912,10946,11589623,11276182,12929,295462,282
"283","2020-10-30","Canada","234939","196935","10237","2020-10-30","Australia","27585","22173","907","2020-10-30","Germany","517736","351921","10391","2020-10-30","Finland","15910","11300","358","2020-10-30","Israel","314121","299067","2536",37742154,37507215,27767,186698,25499884,25472299,4505,21266,67886011,67368275,155424,341530,5540720,5524810,4252,10942,11589623,11275502,12518,296531,283
"284","2020-10-31","Canada","237313","198952","10276","2020-10-31","Australia","27595","22188","907","2020-10-31","Germany","531790","356410","10483","2020-10-31","Finland","16113","11300","358","2020-10-31","Israel","314349","299869","2561",37742154,37504841,28085,188676,25499884,25472289,4500,21281,67886011,67354221,164897,345927,5540720,5524607,4455,10942,11589623,11275274,11919,297308,284
"285","2020-11-01","Canada","239649","200768","10313","2020-11-01","Australia","27601","22204","907","2020-11-01","Germany","544346","363545","10513","2020-11-01","Finland","16291","11300","358","2020-11-01","Israel","315007","301411","2580",37742154,37502505,28568,190455,25499884,25472283,4490,21297,67886011,67341665,170288,353032,5540720,5524429,4633,10942,11589623,11274616,11016,298831,285
"286","2020-11-02","Canada","243178","203128","10345","2020-11-02","Australia","27610","22236","907","2020-11-02","Germany","569598","372499","10669","2020-11-02","Finland","16400","11300","359","2020-11-02","Israel","315795","302340","2596",37742154,37498976,29705,192783,25499884,25472274,4467,21329,67886011,67316413,186430,361830,5540720,5524320,4741,10941,11589623,11273828,10859,299744,286
"287","2020-11-03","Canada","247916","206691","10403","2020-11-03","Australia","27622","22257","907","2020-11-03","Germany","577131","373391","10717","2020-11-03","Finland","16637","11300","359","2020-11-03","Israel","316641","303086","2622",37742154,37494238,30822,196288,25499884,25472262,4458,21350,67886011,67308880,193023,362674,5540720,5524083,4978,10941,11589623,11272982,10933,300464,287
"288","2020-11-04","Canada","250698","208815","10444","2020-11-04","Australia","27630","22267","907","2020-11-04","Germany","608611","384012","10949","2020-11-04","Finland","16930","12700","361","2020-11-04","Israel","317410","303724","2639",37742154,37491456,31439,198371,25499884,25472254,4456,21360,67886011,67277400,213650,373063,5540720,5523790,3869,12339,11589623,11272213,11047,301085,288
"289","2020-11-05","Canada","253482","210429","10484","2020-11-05","Australia","27644","22274","907","2020-11-05","Germany","631172","394616","11110","2020-11-05","Finland","17119","12700","361","2020-11-05","Israel","317980","304585","2652",37742154,37488672,32569,199945,25499884,25472240,4463,21367,67886011,67254839,225446,383506,5540720,5523601,4058,12339,11589623,11271643,10743,301933,289
"290","2020-11-06","Canada","258875","214441","10546","2020-11-06","Australia","27652","22287","907","2020-11-06","Germany","653992","405809","11240","2020-11-06","Finland","17385","12700","362","2020-11-06","Israel","318671","305485","2668",37742154,37483279,33888,203895,25499884,25472232,4458,21380,67886011,67232019,236943,394569,5540720,5523335,4323,12338,11589623,11270952,10518,302817,290
"291","2020-11-07","Canada","263221","216338","10593","2020-11-07","Australia","27658","22295","907","2020-11-07","Germany","668114","413484","11306","2020-11-07","Finland","17385","12700","362","2020-11-07","Israel","318883","306180","2676",37742154,37478933,36290,205745,25499884,25472226,4456,21388,67886011,67217897,243324,402178,5540720,5523335,4323,12338,11589623,11270740,10027,303504,291
"292","2020-11-08","Canada","267165","218279","10641","2020-11-08","Australia","27665","22295","907","2020-11-08","Germany","682624","421151","11372","2020-11-08","Finland","17797","12700","362","2020-11-08","Israel","319417","306868","2683",37742154,37474989,38245,207638,25499884,25472219,4463,21388,67886011,67203387,250101,409779,5540720,5522923,4735,12338,11589623,11270206,9866,304185,292
"293","2020-11-09","Canada","272036","221758","10702","2020-11-09","Australia","27669","22298","907","2020-11-09","Germany","689146","443621","11408","2020-11-09","Finland","17887","12700","363","2020-11-09","Israel","320136","307807","2689",37742154,37470118,39576,211056,25499884,25472215,4464,21391,67886011,67196865,234117,432213,5540720,5522833,4824,12337,11589623,11269487,9640,305118,293
"294","2020-11-10","Canada","276481","224912","10769","2020-11-10","Australia","27671","22298","907","2020-11-10","Germany","715693","446402","11781","2020-11-10","Finland","18107","12700","363","2020-11-10","Israel","320811","308145","2699",37742154,37465673,40800,214143,25499884,25472213,4466,21391,67886011,67170318,257510,434621,5540720,5522613,5044,12337,11589623,11268812,9967,305446,294
"295","2020-11-11","Canada","280465","226826","10832","2020-11-11","Australia","27675","22299","907","2020-11-11","Germany","738094","460504","11994","2020-11-11","Finland","18345","14000","365","2020-11-11","Israel","321574","309259","2706",37742154,37461689,42807,215994,25499884,25472209,4469,21392,67886011,67147917,265596,448510,5540720,5522375,3980,13635,11589623,11268049,9609,306553,295
"296","2020-11-12","Canada","285939","230429","10905","2020-11-12","Australia","27676","22303","907","2020-11-12","Germany","762832","474208","12216","2020-11-12","Finland","18542","14000","365","2020-11-12","Israel","322410","310494","2718",37742154,37456215,44605,219524,25499884,25472208,4466,21396,67886011,67123179,276408,461992,5540720,5522178,4177,13635,11589623,11267213,9198,307776,296
"297","2020-11-13","Canada","290709","234404","10951","2020-11-13","Australia","27682","22307","907","2020-11-13","Germany","785093","487913","12404","2020-11-13","Finland","18858","14000","369","2020-11-13","Israel","323171","311238","2723",37742154,37451445,45354,223453,25499884,25472202,4468,21400,67886011,67100918,284776,475509,5540720,5521862,4489,13631,11589623,11266452,9210,308515,297
"298","2020-11-14","Canada","295139","236870","11013","2020-11-14","Australia","27711","22311","907","2020-11-14","Germany","799733","498996","12511","2020-11-14","Finland","19102","14000","369","2020-11-14","Israel","323463","311666","2735",37742154,37447015,47256,225857,25499884,25472173,4493,21404,67886011,67086278,288226,486485,5540720,5521618,4733,13631,11589623,11266160,9062,308931,298
"299","2020-11-15","Canada","299440","240434","11078","2020-11-15","Australia","27749","22312","907","2020-11-15","Germany","802946","505714","12573","2020-11-15","Finland","19315","14000","369","2020-11-15","Israel","324088","312647","2744",37742154,37442714,47928,229356,25499884,25472135,4530,21405,67886011,67083065,284659,493141,5540720,5521405,4946,13631,11589623,11265535,8697,309903,299
"300","2020-11-16","Canada","305473","244699","11152","2020-11-16","Australia","27758","22333","907","2020-11-16","Germany","817526","522313","12833","2020-11-16","Finland","19419","14000","371","2020-11-16","Israel","324961","313317","2751",37742154,37436681,49622,233547,25499884,25472126,4518,21426,67886011,67068485,282380,509480,5540720,5521301,5048,13629,11589623,11264662,8893,310566,300
"301","2020-11-17","Canada","309935","248859","11220","2020-11-17","Australia","27777","22338","907","2020-11-17","Germany","843757","537347","13138","2020-11-17","Finland","19647","14000","371","2020-11-17","Israel","325790","313901","2763",37742154,37432219,49856,237639,25499884,25472107,4532,21431,67886011,67042254,293272,524209,5540720,5521073,5276,13629,11589623,11263833,9126,311138,301
"302","2020-11-18","Canada","314453","253089","11324","2020-11-18","Australia","27785","22339","907","2020-11-18","Germany","867484","554272","13390","2020-11-18","Finland","19935","15300","374","2020-11-18","Israel","326585","314709","2770",37742154,37427701,50040,241765,25499884,25472099,4539,21432,67886011,67018527,299822,540882,5540720,5520785,4261,14926,11589623,11263038,9106,311939,302
"303","2020-11-19","Canada","319247","257310","11394","2020-11-19","Australia","27792","22341","907","2020-11-19","Germany","891525","570961","13662","2020-11-19","Finland","20286","15300","374","2020-11-19","Israel","327355","315469","2778",37742154,37422907,50543,245916,25499884,25472092,4544,21434,67886011,66994486,306902,557299,5540720,5520434,4612,14926,11589623,11262268,9108,312691,303
"304","2020-11-20","Canada","324234","261754","11461","2020-11-20","Australia","27806","22348","907","2020-11-20","Germany","914118","587780","13918","2020-11-20","Finland","20747","15300","375","2020-11-20","Israel","328129","316149","2784",37742154,37417920,51019,250293,25499884,25472078,4551,21441,67886011,66971893,312420,573862,5540720,5519973,5072,14925,11589623,11261494,9196,313365,304
"305","2020-11-21","Canada","329191","265568","11527","2020-11-21","Australia","27821","22349","907","2020-11-21","Germany","927990","600991","14061","2020-11-21","Finland","21216","15300","375","2020-11-21","Israel","328551","316603","2796",37742154,37412963,52096,254041,25499884,25472063,4565,21442,67886011,66958021,312938,586930,5540720,5519504,5541,14925,11589623,11261072,9152,313807,305
"306","2020-11-22","Canada","333936","269137","11583","2020-11-22","Australia","27834","22352","907","2020-11-22","Germany","932367","611627","14159","2020-11-22","Finland","21639","15300","375","2020-11-22","Israel","329316","317631","2813",37742154,37408218,53216,257554,25499884,25472050,4575,21445,67886011,66953644,306581,597468,5540720,5519081,5964,14925,11589623,11260307,8872,314818,306
"307","2020-11-23","Canada","340731","274315","11662","2020-11-23","Australia","27843","22358","907","2020-11-23","Germany","946822","630375","14460","2020-11-23","Finland","21936","15300","384","2020-11-23","Israel","330275","318292","2820",37742154,37401423,54754,262653,25499884,25472041,4578,21451,67886011,66939189,301987,615915,5540720,5518784,6252,14916,11589623,11259348,9163,315472,307
"308","2020-11-24","Canada","346013","278191","11762","2020-11-24","Australia","27853","22362","907","2020-11-24","Germany","963192","649070","14832","2020-11-24","Finland","22289","15300","384","2020-11-24","Israel","331132","318853","2826",37742154,37396141,56060,266429,25499884,25472031,4584,21455,67886011,66922819,299290,634238,5540720,5518431,6605,14916,11589623,11258491,9453,316027,308
"309","2020-11-25","Canada","350971","281883","11820","2020-11-25","Australia","27865","22369","907","2020-11-25","Germany","995879","666373","15210","2020-11-25","Finland","22652","16800","388","2020-11-25","Israel","332211","319718","2831",37742154,37391183,57268,270063,25499884,25472019,4589,21462,67886011,66890132,314296,651163,5540720,5518068,5464,16412,11589623,11257412,9662,316887,309
"310","2020-11-26","Canada","356650","285672","11902","2020-11-26","Australia","27873","22390","907","2020-11-26","Germany","1017830","685537","15640","2020-11-26","Finland","23148","16800","388","2020-11-26","Israel","333296","320663","2840",37742154,37385504,59076,273770,25499884,25472011,4576,21483,67886011,66868181,316653,669897,5540720,5517572,5960,16412,11589623,11256327,9793,317823,310
"311","2020-11-27","Canada","362604","291221","11988","2020-11-27","Australia","27886","22404","907","2020-11-27","Germany","1038649","705213","16011","2020-11-27","Finland","23766","16800","393","2020-11-27","Israel","334328","321373","2846",37742154,37379550,59395,279233,25499884,25471998,4575,21497,67886011,66847362,317425,689202,5540720,5516954,6573,16407,11589623,11255295,10109,318527,311
"312","2020-11-28","Canada","368279","295475","12056","2020-11-28","Australia","27892","22407","907","2020-11-28","Germany","1052494","718604","16181","2020-11-28","Finland","24307","16800","393","2020-11-28","Israel","334908","321801","2856",37742154,37373875,60748,283419,25499884,25471992,4578,21500,67886011,66833517,317709,702423,5540720,5516413,7114,16407,11589623,11254715,10251,318945,312
"313","2020-11-29","Canada","373662","299095","12130","2020-11-29","Australia","27902","22411","908","2020-11-29","Germany","1055691","730797","16306","2020-11-29","Finland","24629","16800","393","2020-11-29","Israel","335933","322929","2864",37742154,37368492,62437,286965,25499884,25471982,4583,21503,67886011,66830320,308588,714491,5540720,5516091,7436,16407,11589623,11253690,10140,320065,313
"314","2020-11-30","Canada","381557","304595","12239","2020-11-30","Australia","27912","22420","908","2020-11-30","Germany","1069912","749219","16694","2020-11-30","Finland","24912","16800","399","2020-11-30","Israel","337191","323681","2872",37742154,37360597,64723,292356,25499884,25471972,4584,21512,67886011,66816099,303999,732525,5540720,5515808,7713,16401,11589623,11252432,10638,320809,314
"315","2020-12-01","Canada","387052","309557","12317","2020-12-01","Australia","27923","22423","908","2020-12-01","Germany","1094678","769380","17177","2020-12-01","Finland","25462","16800","399","2020-12-01","Israel","338389","324396","2882",37742154,37355102,65178,297240,25499884,25471961,4592,21515,67886011,66791333,308121,752203,5540720,5515258,8263,16401,11589623,11251234,11111,321514,315
"316","2020-12-02","Canada","393506","314529","12423","2020-12-02","Australia","27939","22431","908","2020-12-02","Germany","1117953","789564","17659","2020-12-02","Finland","25882","18100","408","2020-12-02","Israel","339968","325255","2886",37742154,37348648,66554,302106,25499884,25471945,4600,21523,67886011,66768058,310730,771905,5540720,5514838,7374,17692,11589623,11249655,11827,322369,316
"317","2020-12-03","Canada","399770","319250","12513","2020-12-03","Australia","27949","22443","908","2020-12-03","Germany","1141544","811091","18097","2020-12-03","Finland","26422","18100","408","2020-12-03","Israel","341406","326706","2895",37742154,37342384,68007,306737,25499884,25471935,4598,21535,67886011,66744467,312356,792994,5540720,5514298,7914,17692,11589623,11248217,11805,323811,317
"318","2020-12-04","Canada","406189","324802","12616","2020-12-04","Australia","27956","22448","908","2020-12-04","Germany","1157514","831935","18577","2020-12-04","Finland","26758","18100","408","2020-12-04","Israel","342101","327162","2896",37742154,37335965,68771,312186,25499884,25471928,4600,21540,67886011,66728497,307002,813358,5540720,5513962,8250,17692,11589623,11247522,12043,324266,318
"319","2020-12-05","Canada","412543","329676","12690","2020-12-05","Australia","27965","22453","908","2020-12-05","Germany","1183640","852580","18839","2020-12-05","Finland","27218","18100","415","2020-12-05","Israel","343826","327749","2909",37742154,37329611,70177,316986,25499884,25471919,4604,21545,67886011,66702371,312221,833741,5540720,5513502,8703,17685,11589623,11245797,13168,324840,319
"320","2020-12-06","Canada","418848","334375","12775","2020-12-06","Australia","27972","22456","908","2020-12-06","Germany","1194550","868285","18989","2020-12-06","Finland","27631","18100","415","2020-12-06","Israel","344906","329368","2917",37742154,37323306,71698,321600,25499884,25471912,4608,21548,67886011,66691461,307276,849296,5540720,5513089,9116,17685,11589623,11244717,12621,326451,320
"321","2020-12-07","Canada","426572","344034","12896","2020-12-07","Australia","27987","22460","908","2020-12-07","Germany","1200006","888701","19434","2020-12-07","Finland","27881","18100","424","2020-12-07","Israel","346797","330188","2924",37742154,37315582,69642,331138,25499884,25471897,4619,21552,67886011,66686005,291871,869267,5540720,5512839,9357,17676,11589623,11242826,13685,327264,321
"322","2020-12-08","Canada","432743","349629","12993","2020-12-08","Australia","27993","22461","908","2020-12-08","Germany","1229269","909058","20002","2020-12-08","Finland","28242","18100","424","2020-12-08","Israel","348285","331055","2932",37742154,37309411,70121,336636,25499884,25471891,4624,21553,67886011,66656742,300209,889056,5540720,5512478,9718,17676,11589623,11241338,14298,328123,322
"323","2020-12-09","Canada","439142","355401","13109","2020-12-09","Australia","28000","22473","908","2020-12-09","Germany","1254358","929272","20460","2020-12-09","Finland","28732","18100","433","2020-12-09","Israel","350271","332089","2934",37742154,37303012,70632,342292,25499884,25471884,4619,21565,67886011,66631653,304626,908812,5540720,5511988,10199,17667,11589623,11239352,15248,329155,323
"324","2020-12-10","Canada","445828","361020","13227","2020-12-10","Australia","28011","22474","908","2020-12-10","Germany","1287092","949913","21064","2020-12-10","Finland","29572","20000","442","2020-12-10","Israel","352397","333391","2961",37742154,37296326,71581,347793,25499884,25471873,4629,21566,67886011,66598919,316115,928849,5540720,5511148,9130,19558,11589623,11237226,16045,330430,324
